order_id,session_id,user_id,order_ts,channel,device,device_id,ip_hash,shipping_pincode,city_tier,payment_method,coupon_id,gross_amount,discount_amount,shipping_amount,net_amount,promo_flag,order_status,item_count,total_qty,order_value,top_category,signup_date,segment,risk_profile,new_user_flag,payment_fail_count,rto_flag,refund_flag,refund_amount,discount_pct_check,high_discount_flag,cod_flag,order_hour,late_night_flag,payment_fail_flag,qty_outlier_flag,order_value_zscore,high_value_flag,device_user_count,device_reuse_flag,top_risk_reasons,signal_count,week_start,risk_band,recommended_action
O000000022,S000000592,U002851,2025-08-03 18:46:37,search,mobile,Dff46ca38c6,IP26b941f8fd,579260.0,tier2,cod,NO_COUPON,2339.54,0.0,0.0,2339.54,0,placed,3,7,1799.64,Grocery,2025-06-11,premium,normal,0,0,0.0,0.0,0.0,0.0,0,1,18,0,0,0,-0.6204316789781328,0,1,0,Cash on Delivery,1.0,2025-07-28,Low,Flag for Review
O000000023,S000000627,U002547,2025-08-03 03:15:32,referral,mobile,Dacb47420e9,IPb15f41c072,575439.0,tier3,upi,NO_COUPON,1332.85,0.0,0.0,1332.85,0,placed,1,1,1332.85,Home,2025-08-02,value,normal,1,1,1.0,1.0,1332.85,0.0,0,0,3,1,0,0,-0.7834912802980439,0,1,0,Late Night Order | New User | RTO History,4.0,2025-07-28,High,Auto-Cancel
O000000024,S000000644,U002585,2025-08-03 23:17:05,search,web,D3daf40afc6,IPded681b0a8,573828.0,tier2,cod,NO_COUPON,10657.1,0.0,0.0,10657.1,0,placed,1,2,5328.55,Electronics,2025-07-01,value,normal,0,0,0.0,0.0,0.0,0.0,0,1,23,1,0,0,0.7268132698685225,0,1,0,Cash on Delivery | Late Night Order,2.0,2025-07-28,Medium,Call Verification
O000000025,S000000653,U000596,2025-08-04 07:05:50,organic,web,D3b07e94220,IP538a05423d,568375.0,tier3,netbanking,NO_COUPON,2219.3,0.0,0.0,2219.3,0,placed,3,6,1018.3,Books,2025-05-27,value,normal,0,1,1.0,0.0,0.0,0.0,0,0,7,0,0,0,-0.6399076710538523,0,1,0,RTO History,1.0,2025-08-04,Low,Flag for Review
O000000026,S000000689,U000830,2025-08-04 08:28:46,email,web,D3ad8313ef6,IP9443ea0427,575139.0,tier2,cod,NO_COUPON,731.94,0.0,0.0,731.94,0,placed,1,3,243.98,Books,2025-08-01,premium,normal,1,0,1.0,1.0,0.0,0.0,0,1,8,0,0,0,-0.8808242676418615,0,1,0,Cash on Delivery | New User | RTO History,4.0,2025-08-04,High,Auto-Cancel
O000000028,S000000723,U001428,2025-08-04 12:54:28,email,web,D930ecaf744,IP5bfdd14d44,575139.0,tier3,card,NO_COUPON,7565.88,0.0,0.0,7565.88,0,placed,3,4,6078.4800000000005,Fashion,2025-08-03,value,normal,1,0,0.0,0.0,0.0,0.0,0,0,12,0,0,0,0.22610987478946587,0,1,0,New User,1.0,2025-08-04,Low,Flag for Review
O000000029,S000000774,U002956,2025-08-04 12:19:31,search,web,D9902bf8529,IP42b0cd28bb,574621.0,tier3,wallet,NO_COUPON,8839.62,0.0,0.0,8839.62,0,placed,1,3,2946.54,Electronics,2025-07-30,value,normal,1,0,0.0,0.0,0.0,0.0,0,0,12,0,0,0,0.4324251621025648,0,1,0,New User,1.0,2025-08-04,Low,Flag for Review
O000000030,S000000814,U000162,2025-08-04 03:17:37,referral,web,D7c6428b695,IP8d9f351126,578896.0,tier1,card,NO_COUPON,6268.78,0.0,0.0,6268.78,0,placed,4,8,3454.79,Books,2025-06-06,value,normal,0,1,0.0,0.0,0.0,0.0,0,0,3,1,0,0,0.01601082853683926,0,1,0,Late Night Order,1.0,2025-08-04,Low,Flag for Review
O000000031,S000000852,U001377,2025-08-04 16:00:03,organic,web,D74b462de9a,IP6f95652d79,568518.0,tier2,upi,NO_COUPON,11294.76,0.0,0.0,11294.76,0,placed,3,9,3764.92,Home,2025-07-16,regular,normal,0,1,0.0,1.0,9223.77,0.0,0,0,16,0,0,0,0.8300988745508521,0,1,0,Refund History,1.0,2025-08-04,Low,Flag for Review
O000000032,S000000882,U001819,2025-08-04 17:47:39,email,web,D61d0a5049d,IP8c6c06fadd,568375.0,tier2,card,NO_COUPON,8765.94,0.0,0.0,8765.94,0,placed,4,9,4197.78,Home,2025-07-26,regular,normal,0,0,0.0,0.0,0.0,0.0,0,0,17,0,0,0,0.4204907717487806,0,1,0,,0.0,2025-08-04,Low,Flag for Review
O000000033,S000000896,U001676,2025-08-04 08:19:10,search,web,Dcd40fe5b7d,IP79b65d1ddd,577965.0,tier2,cod,NO_COUPON,6503.4,0.0,0.0,6503.4,0,placed,3,5,4404.22,Fashion,2025-07-13,regular,normal,0,0,0.0,0.0,0.0,0.0,0,1,8,0,0,0,0.0540136334337564,0,1,0,Cash on Delivery,1.0,2025-08-04,Low,Flag for Review
O000000034,S000000931,U001684,2025-08-04 02:43:01,search,web,Dfe43e658d0,IP09c825e87f,577899.0,tier3,card,FLASH40,5178.26,500.0,0.0,4678.26,0,placed,3,8,2446.92,Grocery,2025-06-05,premium,normal,0,2,0.0,0.0,0.0,9.655753090806565,0,0,2,1,1,0,-0.16062721935415927,0,1,0,Late Night Order | Card Testing,2.0,2025-08-04,Medium,Flag for Review
O000000035,S000000961,U001946,2025-08-04 13:40:26,organic,web,D1ffe380358,IP31478b0574,575439.0,tier1,cod,NO_COUPON,475.05,0.0,73.2,548.25,0,placed,1,3,158.35,Grocery,2025-07-28,regular,normal,1,0,0.0,0.0,0.0,0.0,0,1,13,0,0,0,-0.9224342776579258,0,1,0,Cash on Delivery | New User,2.0,2025-08-04,Medium,Call Verification
O000000036,S000000979,U001541,2025-08-04 23:08:35,referral,web,D4ca4741c58,IPf975321202,569190.0,tier2,cod,NO_COUPON,5059.0,0.0,0.0,5059.0,0,placed,3,6,3026.52,Beauty,2025-07-13,value,normal,0,0,0.0,0.0,0.0,0.0,0,1,23,1,0,0,-0.17994447496751853,0,1,0,Cash on Delivery | Late Night Order,2.0,2025-08-04,Medium,Call Verification
O000000037,S000000987,U000405,2025-08-04 20:51:45,search,web,D9058e8c75e,IP63efe1a6d0,569190.0,tier1,card,FLAT150,9184.89,150.0,0.0,9034.89,0,placed,1,3,3061.63,Home,2025-05-26,regular,normal,0,0,0.0,0.0,0.0,1.6331169997680977,0,0,20,0,0,0,0.48835060940781816,0,1,0,,0.0,2025-08-04,Low,Flag for Review
O000000038,S000000997,U002782,2025-08-04 22:23:14,referral,mobile,D6078dabd18,IP0d5106fe3f,577548.0,tier2,card,NO_COUPON,4863.28,0.0,0.0,4863.28,0,placed,3,5,4580.860000000001,Books,2025-07-13,regular,normal,0,0,0.0,0.0,0.0,0.0,0,0,22,0,0,0,-0.21164641416462293,0,1,0,,0.0,2025-08-04,Low,Flag for Review
O000000039,S000001026,U000648,2025-08-04 02:59:07,email,web,D642660bdd4,IPf03a3cde21,572901.0,tier2,card,NO_COUPON,2166.39,0.0,0.0,2166.39,0,placed,2,3,2045.68,Grocery,2025-06-12,regular,normal,0,0,1.0,1.0,2166.39,0.0,0,0,2,1,0,0,-0.6484778202614897,0,1,0,Late Night Order | RTO History | Refund History,3.0,2025-08-04,High,Hold + Manual Review
O000000040,S000001047,U003141,2025-08-04 06:09:31,organic,mobile,D_RING_03,IP_RING_SHAR,569539.0,tier2,upi,CPN009,1255.6,80.0,0.0,1175.6,0,placed,1,1,1255.6,Beauty,2025-07-07,value,coupon_abuser,0,0,0.0,0.0,0.0,6.371455877668048,0,0,6,0,0,0,-0.7960039249075693,0,8,1,Device Shared 3+ Accounts,1.0,2025-08-04,Low,Flag for Review
O000000041,S000001055,U000018,2025-08-04 14:34:23,referral,web,Db5a52fb31d,IPaa6b6b51d0,573828.0,tier1,cod,FLAT150,4108.49,150.0,0.0,3958.49,0,placed,4,5,3107.91,Home,2025-07-25,regular,normal,0,0,0.0,0.0,0.0,3.6509763927866445,0,1,14,0,0,0,-0.3339042656186511,0,1,0,Cash on Delivery,1.0,2025-08-04,Low,Flag for Review
O000000042,S000001063,U002135,2025-08-04 15:41:16,organic,mobile,Dcfd411e49c,IP7db6f149c6,574252.0,tier2,card,NO_COUPON,3174.86,0.0,0.0,3174.86,0,placed,2,5,1160.6499999999999,Home,2025-07-15,regular,normal,0,0,0.0,0.0,0.0,0.0,0,0,15,0,0,0,-0.4851299016936181,0,1,0,,0.0,2025-08-04,Low,Flag for Review
O000000043,S000001064,U001420,2025-08-04 02:13:56,search,mobile,Ddaace2bec1,IPd451345a4c,000000,tier2,card,NO_COUPON,689.76,0.0,0.0,689.76,0,placed,2,2,689.76,Sports,2025-06-20,regular,normal,0,0,0.0,0.0,0.0,0.0,0,0,2,1,0,0,-0.8876564145626352,0,1,0,Late Night Order,1.0,2025-08-04,Low,Flag for Review
O000000044,S000001073,U000691,2025-08-04 15:24:53,search,web,D1f3ce98244,IP44adf79846,568375.0,tier3,card,NO_COUPON,241.42,0.0,72.03,313.45,0,placed,1,2,120.71,Grocery,2025-08-01,premium,card_tester,1,4,0.0,0.0,0.0,0.0,0,0,15,0,1,0,-0.9602767263326627,0,1,0,Card Testing | New User,2.0,2025-08-04,Medium,Flag for Review
O000000045,S000001099,U000573,2025-08-04 08:07:52,email,web,Dde151dce39,IP3d48408ccd,577522.0,tier2,card,NO_COUPON,1934.65,0.0,0.0,1934.65,0,placed,2,3,1298.69,Fashion,2025-05-31,value,normal,0,0,0.0,0.0,0.0,0.0,0,0,8,0,0,0,-0.6860141343302458,0,1,0,,0.0,2025-08-04,Low,Flag for Review
O000000046,S000001109,U002199,2025-08-05 16:01:08,paid_social,mobile,D5db462e7f3,IP4170ce3c16,568518.0,tier3,card,NO_COUPON,919.92,0.0,0.0,919.92,0,placed,1,2,459.96,Sports,2025-05-26,value,normal,0,0,0.0,0.0,0.0,0.0,0,0,16,0,0,0,-0.8503760225454396,0,1,0,,0.0,2025-08-04,Low,Flag for Review
O000000047,S000001132,U002926,2025-08-05 15:50:33,search,mobile,Da7afc6cbe0,IP7210812321,572398.0,tier2,cod,NO_COUPON,20918.18,0.0,0.0,20918.18,0,placed,4,9,14413.03,Electronics,2025-05-29,regular,normal,0,0,0.0,0.0,0.0,0.0,0,1,15,0,0,0,2.3888617792524567,0,1,0,Cash on Delivery,1.0,2025-08-04,Low,Flag for Review
O000000048,S000001137,U000509,2025-08-05 23:54:54,search,mobile,D4317becc64,IP8dd1faaf54,572495.0,tier2,netbanking,NO_COUPON,145.62,0.0,60.63,206.25,0,placed,1,1,145.62,Grocery,2025-06-28,premium,normal,0,0,0.0,0.0,0.0,0.0,0,0,23,1,0,0,-0.9757940254082943,0,1,0,Late Night Order,1.0,2025-08-04,Low,Flag for Review
O000000049,S000001149,U001289,2025-08-05 13:47:04,email,web,Df2a41c3bf6,IP0a6ce7aed8,579260.0,tier1,cod,SHIPFREE,3261.08,80.0,0.0,3181.08,0,placed,2,3,1860.52,Sports,2025-07-30,regular,coupon_abuser,1,0,0.0,0.0,0.0,2.4531750217719286,0,1,13,0,0,0,-0.4711643325255498,0,1,0,Cash on Delivery | New User,2.0,2025-08-04,Medium,Call Verification
O000000050,S000001164,U000152,2025-08-05 23:11:48,paid_social,mobile,D1d3288f109,IPffa3537770,579266.0,tier2,cod,NO_COUPON,14980.38,0.0,0.0,14980.38,0,placed,3,8,5975.639999999999,Fashion,2025-06-05,premium,normal,0,0,1.0,0.0,0.0,0.0,0,1,23,1,0,0,1.4270807933309038,0,1,0,Cash on Delivery | Late Night Order | RTO History,3.0,2025-08-04,High,Hold + Manual Review
O000000051,S000001219,U001885,2025-08-05 21:30:01,referral,web,Dcd2f117f70,IP4c4b84eaca,572788.0,tier3,card,CPN012,2443.9,244.39,0.0,2199.51,0,placed,2,3,1539.93,Home,2025-07-22,regular,normal,0,2,0.0,0.0,0.0,10.0,0,0,21,0,1,0,-0.6035278654965784,0,1,0,Card Testing,1.0,2025-08-04,Low,Flag for Review
O000000052,S000001256,U001021,2025-08-05 07:43:47,organic,web,D6c46429610,IPc98cf21871,568375.0,tier2,cod,CPN014,12895.54,120.0,0.0,12775.54,0,placed,4,9,4928.55,Grocery,2025-06-24,regular,normal,0,0,0.0,0.0,0.0,0.9305542846596574,0,1,7,0,0,0,1.0893867870173386,0,1,0,Cash on Delivery,1.0,2025-08-04,Low,Flag for Review
O000000053,S000001303,U000791,2025-08-05 14:26:51,organic,web,Dbcbe999a09,IP1a885f6bcd,575588.0,tier1,upi,SHIPFREE,9887.15,80.0,0.0,9807.15,0,cancelled_payment_failed,4,9,4484.05,Electronics,2025-06-02,regular,normal,0,1,0.0,0.0,0.0,0.8091310438296173,0,0,14,0,0,0,0.6020998625273691,0,1,0,,0.0,2025-08-04,Low,Flag for Review
O000000054,S000001345,U002613,2025-08-05 10:17:56,search,web,D7a70411816,IP56e5dad482,579236.0,tier3,card,NO_COUPON,6671.26,0.0,0.0,6671.26,0,placed,2,3,6073.62,Beauty,2025-06-17,value,normal,0,0,0.0,0.0,0.0,0.0,0,0,10,0,0,0,0.08120292177233168,0,1,0,,0.0,2025-08-04,Low,Flag for Review
O000000055,S000001398,U002850,2025-08-05 16:12:57,email,mobile,D9d1cea9b45,IP42904bc6ad,574597.0,tier2,card,NO_COUPON,230.91,0.0,44.26,275.17,0,placed,1,3,76.97,Grocery,2025-07-11,value,normal,0,1,0.0,0.0,0.0,0.0,0,0,16,0,0,0,-0.9619790939034862,0,1,0,,0.0,2025-08-04,Low,Flag for Review
O000000056,S000001405,U000580,2025-08-05 09:54:52,referral,mobile,D4da2e89182,IP6042f6cc04,576074.0,tier1,card,NO_COUPON,431.49,0.0,94.19,525.68,0,placed,1,3,143.83,Grocery,2025-07-03,value,normal,0,0,0.0,1.0,524.61,0.0,0,0,9,0,0,0,-0.9294899514338603,0,1,0,Refund History,1.0,2025-08-04,Low,Flag for Review
O000000057,S000001511,U002812,2025-08-05 09:14:32,search,web,D294fd84ad6,IP94199a1214,575842.0,tier1,cod,NO_COUPON,18323.2,0.0,0.0,18323.2,0,placed,4,9,7329.92,Beauty,2025-08-04,regular,normal,1,0,0.0,0.0,0.0,0.0,0,1,9,0,0,0,1.9685373454812436,0,1,0,Cash on Delivery | New User,2.0,2025-08-04,Medium,Call Verification
O000000058,S000001512,U001760,2025-08-05 22:01:49,organic,mobile,D66875dfff2,IPa0cda1e04d,575139.0,tier2,cod,NO_COUPON,1035.92,0.0,0.0,1035.92,0,placed,2,5,403.46000000000004,Grocery,2025-05-29,premium,normal,0,0,0.0,0.0,0.0,0.0,0,1,22,0,0,0,-0.8315868086334015,0,1,0,Cash on Delivery,1.0,2025-08-04,Low,Flag for Review
O000000059,S000001537,U001175,2025-08-05 08:35:31,paid_social,mobile,D483fa83ddd,IP265fa07f96,576334.0,tier2,upi,NO_COUPON,4411.48,0.0,0.0,4411.48,0,placed,4,4,4411.48,Sports,2025-07-26,value,normal,0,1,0.0,0.0,0.0,0.0,0,0,8,0,0,0,-0.2848271628323715,0,1,0,,0.0,2025-08-04,Low,Flag for Review
O000000060,S000001538,U000333,2025-08-05 21:47:52,search,mobile,D8b962f1938,IP7b567fd9d0,577545.0,tier2,upi,FLASH40,27005.57,500.0,0.0,26505.57,0,placed,4,25,2319.3599999999997,Electronics,2025-06-21,regular,coupon_abuser,0,2,0.0,0.0,0.0,1.8514699004686812,0,0,21,0,1,1,3.3748727523214384,1,1,0,Card Testing | Unusual Quantity | Abnormal Order Value,3.0,2025-08-04,High,Hold + Manual Review
O000000061,S000001553,U001101,2025-08-05 02:48:20,email,web,Deb539e4781,IP41eef518be,579609.0,tier2,upi,NO_COUPON,9796.73,0.0,0.0,9796.73,0,placed,4,10,4584.86,Fashion,2025-06-23,regular,normal,0,1,0.0,0.0,0.0,0.0,0,0,2,1,0,0,0.5874539942348994,0,1,0,Late Night Order,1.0,2025-08-04,Low,Flag for Review
O000000062,S000001562,U000860,2025-08-05 09:46:10,organic,web,D9bca1632d0,IPad9c82d07b,575438.0,tier3,card,NO_COUPON,8380.97,0.0,0.0,8380.97,0,placed,2,3,6270.860000000001,Beauty,2025-07-03,value,normal,0,0,0.0,0.0,0.0,0.0,0,0,9,0,0,0,0.3581348779581138,0,1,0,,0.0,2025-08-04,Low,Flag for Review
O000000063,S000001567,U002712,2025-08-05 16:43:39,organic,web,D0184d4556d,IP85fe001f0b,575674.0,tier2,upi,NO_COUPON,2751.64,0.0,0.0,2751.64,0,placed,3,5,1574.94,Electronics,2025-06-21,premium,normal,0,0,0.0,0.0,0.0,0.0,0,0,16,0,0,0,-0.5536813767957973,0,1,0,,0.0,2025-08-04,Low,Flag for Review
O000000065,S000001602,U002954,2025-08-05 20:08:52,search,mobile,Dae68b18bd9,IPd629ea11f7,571647.0,tier2,card,FLASH40,7829.69,500.0,0.0,7329.69,0,placed,4,10,2765.29,Electronics,2025-06-02,value,normal,0,0,0.0,0.0,0.0,6.385948868984596,0,0,20,0,0,0,0.2688407586009725,0,1,0,,0.0,2025-08-04,Low,Flag for Review
O000000066,S000001608,U001761,2025-08-05 03:07:10,paid_social,web,D4ce9f38333,IP9cf90c50c4,571631.0,tier2,card,GROC10,376.7,0.0,92.94,469.64,0,placed,1,1,376.7,Fashion,2025-06-25,value,coupon_abuser,0,1,0.0,0.0,0.0,0.0,0,0,3,1,0,0,-0.9383646154876583,0,1,0,Late Night Order,1.0,2025-08-04,Low,Flag for Review
O000000068,S000001690,U000901,2025-08-06 16:15:13,organic,mobile,De4fa120d7d,IP742142163c,572149.0,tier2,card,NO_COUPON,11811.93,0.0,0.0,11811.93,0,placed,2,4,8608.85,Beauty,2025-07-30,regular,normal,1,0,0.0,0.0,0.0,0.0,0,0,16,0,0,0,0.9138679931619622,0,1,0,New User,1.0,2025-08-04,Low,Flag for Review
O000000070,S000001733,U002508,2025-08-06 13:56:58,organic,mobile,D2f44e18126,IP24e2948bc8,568375.0,tier2,cod,NO_COUPON,4416.36,0.0,0.0,4416.36,0,placed,1,2,2208.18,Home,2025-07-30,regular,normal,1,0,0.0,0.0,0.0,0.0,0,1,13,0,0,0,-0.2840367200402099,0,1,0,Cash on Delivery | New User,2.0,2025-08-04,Medium,Call Verification
O000000071,S000001744,U000616,2025-08-06 18:49:21,search,web,D277b222823,IP8eb9da69f8,574573.0,tier1,card,CPN008,2584.97,150.0,0.0,2434.97,0,placed,1,1,2584.97,Fashion,2025-06-11,regular,normal,0,1,0.0,0.0,0.0,5.802775273987707,0,0,18,0,0,0,-0.5806779137157921,0,1,0,,0.0,2025-08-04,Low,Flag for Review
O000000072,S000001784,U001921,2025-08-06 02:22:59,organic,mobile,D46b53757b0,IP8ffbdcb15b,563967.0,tier1,card,NO_COUPON,22225.67,0.0,0.0,22225.67,0,placed,3,5,11593.890000000001,Fashion,2025-07-02,regular,normal,0,1,0.0,0.0,0.0,0.0,0,0,2,1,0,0,2.6006437559580666,1,1,0,Late Night Order | Abnormal Order Value,2.0,2025-08-04,Medium,Flag for Review
O000000073,S000001838,U001212,2025-08-06 05:28:52,search,mobile,D9fba2f3be7,IPe77867cc32,574441.0,tier2,cod,NO_COUPON,2742.72,0.0,0.0,2742.72,0,placed,1,1,2742.72,Electronics,2025-06-15,regular,normal,0,0,0.0,0.0,0.0,0.0,0,1,5,0,0,0,-0.5551262025552403,0,1,0,Cash on Delivery,1.0,2025-08-04,Low,Flag for Review
O000000074,S000001840,U002875,2025-08-06 12:45:19,search,web,D72a058b749,IP8f043d0bc1,577522.0,tier2,netbanking,NO_COUPON,9350.58,0.0,0.0,9350.58,0,placed,1,3,3116.86,Electronics,2025-06-04,regular,normal,0,0,0.0,0.0,0.0,0.0,0,0,12,0,0,0,0.5151884098654527,0,1,0,,0.0,2025-08-04,Low,Flag for Review
